Word,Synonyms
chin,"chin, mentum, Kuki, Chin, Kuki-Chin, chin up"
naked,"bare, au naturel, naked, nude, defenseless, raw"
beard,"beard, face fungus, whiskers, byssus"
possessions,"possession, ownership, monomania, self-control, self-possession, willpower, will power, self-command, self-will"
cross,"cross, crisscross, mark, Cross, crown of thorns, hybrid, crossbreed, hybridization, hybridisation, crossbreeding, crossing, interbreeding, hybridizing, traverse, track, cover, pass over, get over, get across, cut through, cut across, intersect, thwart, queer, spoil, scotch, foil, frustrate, baffle, bilk, span, sweep, hybridize, hybridise, interbreed, transverse, transversal, thwartwise, crabbed, crabby, fussy, grouchy, grumpy, bad-tempered, ill-tempered"
hitchhike,"hitchhike, hitch, thumb"
known,"know, cognize, cognise, experience, live, acknowledge, recognize, recognise, sleep together, roll in the hay, love, make out, make love, sleep with, get laid, have sex, do it, be intimate, have intercourse, have it away, have it off, screw, fuck, jazz, eff, hump, lie with, bed, have a go at it, bang, get it on, bonk, known"
acted,"act, move, behave, do, play, represent, act as, work, dissemble, pretend, roleplay, playact"
heart,"heart, bosom, pump, ticker, mettle, nerve, spunk, center, centre, middle, eye, kernel, substance, core, essence, gist, heart and soul, inwardness, marrow, meat, nub, pith, sum, nitty-gritty, spirit, affection, affectionateness, fondness, tenderness, warmness, warmheartedness, philia"
blooming,"blooming, bloom, blossom, flower, bally, blinking, bloody, crashing, flaming, fucking"
flowers,"flower, bloom, blossom, prime, peak, heyday, efflorescence, flush"
spring,"spring, springtime, fountain, outflow, outpouring, natural spring, give, springiness, leap, leaping, saltation, bound, bounce, jump, form, take form, take shape, resile, take a hop, rebound, recoil, reverberate, ricochet"
tapping,"tapping, tap, tip, exploit, wiretap, intercept, bug, rap, knock, pink, tapdance, solicit, beg"
toes,"toe, toenail"
dancing,"dancing, dance, terpsichore, saltation, trip the light fantastic, trip the light fantastic toe"
speed,"speed, velocity, swiftness, fastness, speeding, hurrying, focal ratio, f number, stop number, amphetamine, pep pill, upper, rush, hotfoot, hasten, hie, race, pelt along, rush along, cannonball along, bucket along, belt along, step on it, accelerate, speed up, quicken, travel rapidly, hurry, zip"
normal,"convention, normal, pattern, rule, formula"
track,"path, track, course, lead, trail, racetrack, racecourse, raceway, cut, caterpillar track, caterpillar tread, data track, rail, rails, runway, cart track, cartroad, running, chase, chase after, tail, tag, give chase, dog, go after, traverse, cover, cross, pass over, get over, get across, cut through, cut across"
saving,"economy, saving, rescue, deliverance, delivery, preservation, salvage, salve, relieve, save, preserve, carry through, pull through, bring through, lay aside, save up, make unnecessary, deliver, redeem, spare, economize, economise, keep open, hold open, keep, write, redemptive, redeeming"
fresh,"fresh, bracing, brisk, refreshing, refreshful, tonic, new, novel, sweet, invigorated, refreshed, reinvigorated, unfermented, clean, unused, impertinent, impudent, overbold, smart, saucy, sassy, wise, newly, freshly"
softened,"soften, dampen, damp, weaken, break, yield, relent, cushion, buffer, mince, moderate, softened, dull, muffled, muted"
students,"student, pupil, educatee, scholar, scholarly person, bookman"
enjoy,"enjoy, bask, relish, savor, savour, love, delight, revel"
meeting,"meeting, group meeting, get together, encounter, coming together, merging, confluence, meet, run into, run across, come across, see, converge, satisfy, fill, fulfill, fulfil, fit, conform to, match, cope with, gather, assemble, forgather, foregather, play, take on, receive, suffer, touch, adjoin, contact"
legged,legged
stools,"stool, fecal matter, faecal matter, feces, faeces, BM, ordure, dejection, toilet, can, commode, crapper, pot, potty, throne, tiller, defecate, shit, take a shit, take a crap, ca-ca, crap, make"
furniture,"furniture, piece of furniture, article of furniture"
paused,"hesitate, pause, intermit, break"
grip,"clasp, clench, clutch, clutches, grasp, grip, hold, handle, handgrip, bag, traveling bag, travelling bag, suitcase, traction, adhesive friction, bobby pin, hairgrip, grapple, fascinate, transfix, spellbind"
belongings,"property, belongings, holding, belonging, belong, go, belong to"
garden,garden
brains,"brain, encephalon, brainpower, learning ability, mental capacity, mentality, wit, mind, head, psyche, nous, genius, mastermind, brainiac, Einstein"
mainly,"chiefly, principally, primarily, mainly, in the main"
chopping,"chop, chop up, hack"
bucks,"vaulting horse, long horse, buck, dollar, dollar bill, one dollar bill, clam, Buck, Pearl Buck, Pearl Sydenstricker Buck, sawhorse, horse, sawbuck, go against, tear, shoot, shoot down, charge, jerk, hitch"
chop,"chop, chop shot, chopper, chop up, hack"
throwing,"throw, shed, cast, cast off, shake off, throw off, throw away, drop, thrust, give, flip, switch, project, contrive, bewilder, bemuse, discombobulate, hurl, hold, have, make, confuse, fox, befuddle, fuddle, bedevil, confound"
thoughts,"idea, thought, thinking, thought process, cerebration, intellection, mentation, opinion, sentiment, persuasion, view"
banks,"Banks, Sir Joseph Banks, bank, depository financial institution, banking concern, banking company, cant, camber, savings bank, coin bank, money box, bank building, deposit, trust, swear, rely"
hated,"hate, detest, hat, despised, detested, hated, scorned"
proud,"proud, gallant, lofty, majestic"
bounce,"bounce, bounciness, leap, leaping, spring, saltation, bound, bouncing, resile, take a hop, rebound, recoil, reverberate, ricochet, jounce"
hunters,"hunter, huntsman, Orion, Hunter, hunting watch"
contest,"contest, competition, contend, repugn"
birds,"bird, fowl, dame, doll, wench, skirt, chick, boo, hoot, Bronx cheer, hiss, raspberry, razzing, razz, snort, shuttlecock, birdie, shuttle, birdwatch"
airplane,"airplane, aeroplane, plane"
aim,"purpose, intent, intention, aim, design, object, objective, target, bearing, heading, take, train, take aim, direct, purport, propose, drive, get, calculate, place, point, draw a bead on, aspire, shoot for"
thickness,"thickness, heaviness"
carpenter,carpenter
shading,"shading, blending, shadow, shade, shade off, fill in"
shrieked,"shriek, shrill, pipe up, pipe, shrieked"
squirrel,squirrel
eying,"eye, eyeball"
circles,"circle, set, band, lot, lap, circuit, traffic circle, rotary, roundabout, R-2, Mexican valium, rophy, rope, roofy, roach, forget me drug, dress circle, round, circulate, encircle"
flew,"fly, wing, aviate, pilot, fell, vanish, flee, take flight, vaporize"
waking,"waking, wake, wake up, awake, arouse, awaken, come alive, waken, inflame, stir up, ignite, heat, fire up, rouse, wakeful"
tables,"table, tabular array, mesa, board, postpone, prorogue, hold over, put over, shelve, set back, defer, remit, put off, tabularize, tabularise, tabulate"
joyride,"joyride, tool, tool around"
raced,"rush, hotfoot, hasten, hie, speed, race, pelt along, rush along, cannonball along, bucket along, belt along, step on it, run"
packing,"packing material, packing, wadding, boxing, backpacking, pack, bundle, wad, compact, carry, take, throng, mob, pile, jam, backpack, tamp down, tamp, load down"
leftovers,"leftovers, leftover, remnant"
avoiding,"avoid, debar, forefend, forfend, obviate, deflect, avert, head off, stave off, fend off, ward off, keep off, invalidate, annul, quash, void, nullify"
pricker,"spine, thorn, prickle, pricker, sticker, spikelet, bradawl"
overnight,"nightlong, all-night, overnight"
calluses,"callosity, callus"
bushes,"shrub, bush, scrub, chaparral, Bush, George Bush, George W. Bush, George Walker Bush, President Bush, President George W. Bush, Dubyuh, Dubya, Vannevar Bush, George H.W. Bush, George Herbert Walker Bush, pubic hair, crotch hair"
organized,"form, organize, organise, mastermind, engineer, direct, orchestrate, coordinate, prepare, devise, get up, machinate, unionize, unionise, organized, organised, unionized, unionised"
addressed,"address, turn to, speak, direct, call, cover, treat, handle, plow, deal, accost, come up to, addressed"
picnic,"field day, outing, picnic, cinch, breeze, snap, duck soup, child's play, pushover, walkover, piece of cake"
happy,"happy, felicitous, glad, well-chosen"
apart,"apart, isolated, obscure, aside, asunder"
trunk,"trunk, tree trunk, bole, torso, body, luggage compartment, automobile trunk, proboscis"
smoke,"smoke, fume, smoking, roll of tobacco, pot, grass, green goddess, dope, weed, gage, sess, sens, skunk, locoweed, Mary Jane, fastball, heater, hummer, bullet"
signals,"signal, signaling, sign, signalize, signalise, bespeak, betoken, indicate, point"
trunks,"short pants, shorts, trunks, trunk, tree trunk, bole, torso, body, luggage compartment, automobile trunk, proboscis"
grandchildren,grandchild
copying,"copying, copy, imitate, simulate, replicate, re-create"
smoothed,"smooth, smoothen, polish, shine, smooth out, smoothed, smoothened"
wrinkles,"wrinkle, furrow, crease, crinkle, seam, line, purse, ruckle, scrunch, scrunch up, crisp, rumple, crumple"
laid,"put, set, place, pose, position, lay, put down, repose, laid"
pages,"page, Page, Sir Frederick Handley Page, Thomas Nelson Page, pageboy, varlet, foliate, paginate"
aunts,"aunt, auntie, aunty"
sims,unavailable
sims,
miss,"girl, miss, missy, young lady, young woman, fille, misfire, Miss, lose, neglect, pretermit, omit, drop, leave out, overlook, overleap, lack, escape"
trapped,"trap, pin down, entrap, snare, ensnare, trammel, pin, immobilize, immobilise, at bay, cornered, trapped, treed"
typing,"typing, typewriting, type, typewrite, typecast"
handwritten,handwritten
struggling,"fight, struggle, clamber, scramble, shin, shinny, skin, sputter, contend, struggling"
tracks,"path, track, course, lead, trail, racetrack, racecourse, raceway, cut, caterpillar track, caterpillar tread, data track, rail, rails, runway, cart track, cartroad, running, chase, chase after, tail, tag, give chase, dog, go after, traverse, cover, cross, pass over, get over, get across, cut through, cut across"
registering,"register, file, record, read, show, cross-file"
locomotive,"locomotive, engine, locomotive engine, railway locomotive, locomotor"
experience,"experience, see, go through, know, live, receive, have, get, feel"
completing,"complete, finish, dispatch, discharge, nail, fill out, fill in, make out, complemental, complementary, completing"
process,"procedure, process, cognitive process, mental process, operation, cognitive operation, summons, unconscious process, outgrowth, appendage, physical process, treat, action, sue, litigate, march, work, work on, serve, swear out"
editor,"editor, editor in chief, editor program"
talented,"talented, gifted"
enjoyable,"enjoyable, gratifying, pleasurable"
soaring,"glide, gliding, sailplaning, soaring, sailing, soar, soar up, soar upwards, surge, zoom, hang glide, sailplane, eminent, lofty, towering"
rosy,"rose-colored, rosy, flushed, rose-cheeked, rosy-cheeked, blushful, fortunate"
waited,"wait, hold off, hold back, expect, look, await, waitress"
nearby,nearby
thrill,"bang, boot, charge, rush, flush, thrill, kick, frisson, shiver, chill, quiver, shudder, tingle, tickle, vibrate, throb, exhilarate, tickle pink, inebriate, exalt, beatify"
sunset,"sunset, sundown"
air,"air, aura, atmosphere, breeze, zephyr, gentle wind, tune, melody, strain, melodic line, line, melodic phrase, airwave, air travel, aviation, air out, aerate, send, broadcast, beam, transmit, publicize, publicise, bare, vent, ventilate"
stages,"phase, stage, degree, level, point, stagecoach, leg, microscope stage, present, represent, arrange, stag, denounce, tell on, betray, give away, rat, grass, shit, shop, snitch, spy, snoop, sleuth"
kid,"child, kid, youngster, minor, shaver, nipper, small fry, tiddler, tike, tyke, fry, nestling, kidskin, Kyd, Kid, Thomas Kyd, Thomas Kid, pull the leg of, chaff, jolly, josh, banter"
readers,"reader, subscriber, reviewer, referee, proofreader, lector, lecturer"
childhood,"childhood, puerility"
memories,"memory, remembering, retention, retentiveness, retentivity, computer memory, storage, computer storage, store, memory board"
writing,"writing, authorship, composition, penning, written material, piece of writing, committal to writing, write, compose, pen, indite, publish, drop a line, save, spell"
grandfather,"grandfather, gramps, granddad, grandad, granddaddy, grandpa"
wonderful,"fantastic, grand, howling, marvelous, marvellous, rattling, terrific, tremendous, wonderful, wondrous"
sparrow,"sparrow, true sparrow, hedge sparrow, dunnock, Prunella modularis"
gulps,"gulp, draft, draught, swig, gulping, quaff"
agent,"agent, factor, broker, federal agent, agentive role"
broadly,"broadly, loosely, broadly speaking, generally"
thirteen,"thirteen, 13, XIII, baker's dozen, long dozen, xiii"
recommend,"recommend, urge, advocate, commend"
patched,"patch, piece, patch up, patched, spotty, spotted"
nursing,"nursing, breast feeding, nurse, harbor, harbour, hold, entertain, breastfeed, suckle, suck, wet-nurse, lactate, give suck"
